type salida.txt | findstr /C:"NULL"Changed database context to 'WideWorldImporters'.
CategoriaCliente                                   NombreCliente                                                                                        MontoMasAlto                             MontoMasBajo                             MontoPromedio                           
Novelty Shop                                       Tailspin Toys (Navassa, NC)                                                                                                          18654.73                                   177.10                              3021.853859
Novelty Shop                                       Tailspin Toys (Netcong, NJ)                                                                                                          17719.20                                   133.40                              3130.585000
Novelty Shop                                       Tailspin Toys (New Baden, IL)                                                                                                        12670.70                                   115.00                              2498.920296
Novelty Shop                                       Tailspin Toys (New Lexington, OH)                                                                                                    30805.05                                    88.55                              3403.913981
Novelty Shop                                       Tailspin Toys (North Cowden, TX)                                                                                                     13913.85                                   100.63                              3107.820165
Novelty Shop                                       Tailspin Toys (North Crows Nest, IN)                                                                                                 12880.00                                    66.70                              2615.324492
Novelty Shop                                       Tailspin Toys (North Ridge, NY)                                                                                                      20737.95                                   149.50                              2791.584033
Novelty Shop                                       Tailspin Toys (Olivette, MO)                                                                                                         12521.78                                    44.85                              2465.412222
Novelty Shop                                       Tailspin Toys (Optimo, NM)                                                                                                           21899.45                                   130.70                              3372.541495
Novelty Shop                                       Tailspin Toys (Orchard Hill, GA)                                                                                                     15763.28                                   116.15                              2872.022678
Novelty Shop                                       Tailspin Toys (Oriole Beach, FL)                                                                                                     21743.05                                   140.30                              2420.378023
Novelty Shop                                       Tailspin Toys (Orrtanna, PA)                                                                                                         22837.85                                    36.80                              2942.080000
Novelty Shop                                       Tailspin Toys (Ortley Beach, NJ)                                                                                                     15033.95                                   155.25                              2905.010648
Novelty Shop                                       Tailspin Toys (Page City, KS)                                                                                                        15861.72                                    89.13                              2384.971280
Novelty Shop                                       Tailspin Toys (Panaca, NV)                                                                                                           17043.00                                    65.55                              2390.172586
Novelty Shop                                       Tailspin Toys (Peeples Valley, AZ)                                                                                                   15450.25                                   119.60                              2806.192380
Novelty Shop                                       Tailspin Toys (Placer, OR)                                                                                                           19909.95                                   110.40                              2957.005840
Novelty Shop                                       Tailspin Toys (Point Roberts, WA)                                                                                                    20600.24                                   132.25                              3055.584095
Novelty Shop                                       Tailspin Toys (Premont, TX)                                                                                                          13482.60                                   149.50                              2422.577931
Novelty Shop                                       Tailspin Toys (Rafael Capó, PR)                                                                                                      22910.30                                   103.50                              2760.773333
Novelty Shop                                       Tailspin Toys (Railroad, PA)                                                                                                         18987.42                                    89.70                              2440.908990
Novelty Shop                                       Tailspin Toys (Rockwall, TX)                                                                                                         17383.98                                    89.70                              2878.012641
Novelty Shop                                       Tailspin Toys (Roe Park, NY)                                                                                                         16492.15                                    34.50                              2931.500000
Novelty Shop                                       Tailspin Toys (Rothsville, PA)                                                                                                       12920.25                                   103.50                              3007.396666
Novelty Shop                                       Tailspin Toys (Royal City, WA)                                                                                                       11008.95                                    37.26                              2486.537155
Novelty Shop                                       Tailspin Toys (Saint Louis Park, MN)                                                                                                 14316.35                                    88.55                              2544.046355
Novelty Shop                                       Tailspin Toys (Saks, AL)                                                                                                             13307.11                                    14.95                              2811.756416
Novelty Shop                                       Tailspin Toys (Sallyards, KS)                                                                                                        20931.15                                    57.50                              2400.879391
Novelty Shop                                       Tailspin Toys (San Acacia, NM)                                                                                                       10512.73                                   170.20                              2361.953663
Novelty Shop                                       Tailspin Toys (Sans Souci, SC)                                                                                                       16672.47                                   154.10                              2865.830000
Novelty Shop                                       Tailspin Toys (Sauquoit, NY)                                                                                                         15842.40                                   134.55                              3196.502454
Novelty Shop                                       Tailspin Toys (Scofield, UT)                                                                                                         22549.20                                    74.75                              2910.385315
Novelty Shop                                       Tailspin Toys (Seagraves, TX)                                                                                                        18256.02                                    70.84                              2766.327075
Novelty Shop                                       Tailspin Toys (Sekiu, WA)                                                                                                            17509.90                                   119.60                              2872.856507
Novelty Shop                                       Tailspin Toys (Sentinel Butte, ND)                                                                                                   27219.12                                    59.80                              2918.299772
Novelty Shop                                       Tailspin Toys (Severna Park, MD)                                                                                                     22186.38                                    29.90                              2676.997777
Novelty Shop                                       Tailspin Toys (Sinclair, WY)                                                                                                         14928.15                                    33.12                              2600.414634
Novelty Shop                                       Tailspin Toys (Skyway, WA)                                                                                                           22207.65                                    51.75                              2422.229137
Novelty Shop                                       Tailspin Toys (Slanesville, WV)                                                                                                      19987.92                                   102.12                              2516.124848
Novelty Shop                                       Tailspin Toys (South Euclid, OH)                                                                                                     18089.50                                   147.20                              2213.314552
Novelty Shop                                       Tailspin Toys (South La Paloma, TX)                                                                                                  26186.65                                   149.50                              3283.558396
Novelty Shop                                       Tailspin Toys (South Laguna, CA)                                                                                                     25324.15                                   103.50                              3933.159021
Novelty Shop                                       Tailspin Toys (Stallion Springs, CA)                                                                                                 12420.00                                   103.50                              2335.143189
Novelty Shop                                       Tailspin Toys (Statenville, GA)                                                                                                      12646.32                                    74.75                              2663.010086
Novelty Shop                                       Tailspin Toys (Stonefort, IL)                                                                                                        18168.85                                   102.12                              2919.238720
Novelty Shop                                       Tailspin Toys (Sun River, MT)                                                                                                        15765.35                                   100.63                              2676.961546
Novelty Shop                                       Tailspin Toys (Sylvanite, MT)                                                                                                        11489.19                                    36.80                              2270.716034
Novelty Shop                                       Tailspin Toys (Tavares, FL)                                                                                                          18167.70                                   104.65                              3051.136126
Novelty Shop                                       Tailspin Toys (Terre du Lac, MO)                                                                                                     21767.20                                    88.55                              2647.002478
Novelty Shop                                       Tailspin Toys (Teutopolis, IL)                                                                                                       15192.65                                    74.52                              2923.849000
Novelty Shop                                       Tailspin Toys (Tierra Verde, FL)                                                                                                     16522.05                                   132.25                              2556.520225
Novelty Shop                                       Tailspin Toys (Tolna, ND)                                                                                                            27662.79                                    59.80                              2438.580863
Novelty Shop                                       Tailspin Toys (Tomnolen, MS)                                                                                                         22215.70                                   103.50                              2596.507857
Novelty Shop                                       Tailspin Toys (Tooele, UT)                                                                                                           19729.40                                   110.40                              2536.013170
Novelty Shop                                       Tailspin Toys (Topstone, CT)                                                                                                          9906.10                                    64.40                              2495.857168
Novelty Shop                                       Tailspin Toys (Trentwood, WA)                                                                                                        14601.55                                    83.95                              2686.576896
Novelty Shop                                       Tailspin Toys (Tresckow, PA)                                                                                                         12545.35                                    87.40                              2575.240377
Novelty Shop                                       Tailspin Toys (Tumacacori, AZ)                                                                                                       14407.66                                    51.75                              2570.745873
Novelty Shop                                       Tailspin Toys (Tunnelhill, PA)                                                                                                       15588.83                                    44.85                              2492.463557
Novelty Shop                                       Tailspin Toys (Upper Preston, WA)                                                                                                    22235.25                                   100.63                              3131.404910
Novelty Shop                                       Tailspin Toys (Valdese, NC)                                                                                                          18557.55                                   147.20                              2846.081779
Novelty Shop                                       Tailspin Toys (Vassalboro, ME)                                                                                                       13413.60                                    59.80                              2834.072868
Novelty Shop                                       Tailspin Toys (Victory Gardens, NJ)                                                                                                  21976.50                                   101.20                              3038.105750
Novelty Shop                                       Tailspin Toys (Vidrine, LA)                                                                                                          13346.90                                   156.40                              3031.280465
Novelty Shop                                       Tailspin Toys (Wallagrass, ME)                                                                                                       13455.00                                     5.52                              2316.467454
Novelty Shop                                       Tailspin Toys (Wappingers Falls, NY)                                                                                                 17705.40                                   166.75                              2718.275619
Novelty Shop                                       Tailspin Toys (Ward Ridge, FL)                                                                                                       13980.32                                    29.90                              2694.901521
Novelty Shop                                       Tailspin Toys (Wilkes-Barre, PA)                                                                                                     13786.20                                    89.70                              2441.052314
Novelty Shop                                       Tailspin Toys (Wimbledon, ND)                                                                                                        22182.81                                    37.26                              3170.104956
Novelty Shop                                       Tailspin Toys (Windsor Locks, CT)                                                                                                    13703.40                                    29.90                              3090.762156
Novelty Shop                                       Tailspin Toys (Yewed, OK)                                                                                                            25760.69                                   125.93                              2631.531142
Novelty Shop                                       Taj Syme                                                                                                                             24281.10                                    74.75                              3598.784020
Novelty Shop                                       Vedrana Kovacevic                                                                                                                    24040.75                                    14.95                              2726.424339
Novelty Shop                                       Veronika Necesana                                                                                                                    20622.95                                   149.50                              2984.958356
Novelty Shop                                       Wingtip Toys (Accomac, VA)                                                                                                           19953.08                                   146.63                              3085.770446
Novelty Shop                                       Wingtip Toys (Akhiok, AK)                                                                                                            14179.50                                    59.80                              3006.600560
Novelty Shop                                       Wingtip Toys (Alcester, SD)                                                                                                          22243.30                                    89.70                              2834.432242
Novelty Shop                                       Wingtip Toys (Amado, AZ)                                                                                                             15683.70                                    47.55                              2696.588220
Novelty Shop                                       Wingtip Toys (Asher, OK)                                                                                                             15362.85                                    28.75                              2737.595688
Novelty Shop                                       Wingtip Toys (Athol Springs, NY)                                                                                                     22814.62                                    92.58                              3116.601862
Novelty Shop                                       Wingtip Toys (Baldwin City, KS)                                                                                                      15965.91                                    29.90                              2494.955204
Novelty Shop                                       Wingtip Toys (Balko, OK)                                                                                                             14214.00                                   201.25                              2590.473846
Novelty Shop                                       Wingtip Toys (Beals, ME)                                                                                                             22701.00                                   276.00                              2829.885054
Novelty Shop                                       Wingtip Toys (Beekmantown, NY)                                                                                                       16903.85                                   134.55                              2915.909797
Novelty Shop                                       Wingtip Toys (Bell Acres, PA)                                                                                                        22154.75                                   100.63                              3149.494040
Novelty Shop                                       Wingtip Toys (Bergen Park, CO)                                                                                                       22997.70                                    18.63                              3055.518981
Novelty Shop                                       Wingtip Toys (Bernstein, TX)                                                                                                         25739.30                                    44.85                              2848.808842
Novelty Shop                                       Wingtip Toys (Berville, MI)                                                                                                          17572.00                                    37.26                              2690.979814
Novelty Shop                                       Wingtip Toys (Bethel Acres, OK)                                                                                                      13740.20                                    36.80                              2892.715132
Novelty Shop                                       Wingtip Toys (Birds, IL)                                                                                                             28280.80                                   119.60                              3307.816274
Novelty Shop                                       Wingtip Toys (Black Lick, PA)                                                                                                        15848.44                                    73.60                              2619.842416
Novelty Shop                                       Wingtip Toys (Boalsburg, PA)                                                                                                         20568.90                                   104.65                              2931.214727
Novelty Shop                                       Wingtip Toys (Bokeelia, FL)                                                                                                          19936.40                                    74.75                              3283.308695
Novelty Shop                                       Wingtip Toys (Bonner Springs, KS)                                                                                                    15786.97                                   103.50                              2894.855000
Novelty Shop                                       Wingtip Toys (Bourbonnais, IL)                                                                                                       22924.39                                   119.60                              2585.531824
Novelty Shop                                       Wingtip Toys (Bourneville, OH)                                                                                                       17251.15                                    51.75                              2916.363358
Novelty Shop                                       Wingtip Toys (Boynton, OK)                                                                                                           17660.55                                    44.85                              2829.422685
Novelty Shop                                       Wingtip Toys (Bozeman Hot Springs, MT)                                                                                               16491.00                                   104.65                              2538.602000
Novelty Shop                                       Wingtip Toys (Branson West, MO)                                                                                                      17347.75                                    73.60                              3054.856725
Novelty Shop                                       Wingtip Toys (Broomtown, AL)                                                                                                         16840.60                                    44.85                              2460.561724
Novelty Shop                                       Wingtip Toys (Bruceton Mills, WV)                                                                                                    12019.80                                   161.00                              2771.338880
Novelty Shop                                       Wingtip Toys (Cache, OK)                                                                                                             16532.40                                    14.95                              2677.937203
Novelty Shop                                       Wingtip Toys (Cadogan, PA)                                                                                                           28461.93                                    49.45                              3101.914716
Novelty Shop                                       Wingtip Toys (Cale, AR)                                                                                                              16631.30                                    59.80                              2964.437314
Novelty Shop                                       Wingtip Toys (Cape Neddick, ME)                                                                                                       8077.56                                   132.25                              2019.978378
Novelty Shop                                       Wingtip Toys (Caro, MI)                                                                                                              19329.20                                    55.20                              2867.794000
Novelty Shop                                       Wingtip Toys (Caton, NY)                                                                                                             15005.20                                    36.80                              2904.487608
Novelty Shop                                       Wingtip Toys (Cavendish, VT)                                                                                                         13343.45                                    36.80                              2742.194358
Novelty Shop                                       Wingtip Toys (Chaseley, ND)                                                                                                          20004.25                                    73.60                              2477.833789
Novelty Shop                                       Wingtip Toys (Cherryplain, NY)                                                                                                        6626.88                                   108.68                              2434.075205
Novelty Shop                                       Wingtip Toys (Chetek, WI)                                                                                                            13043.30                                    14.95                              2555.705922
Novelty Shop                                       Wingtip Toys (Claycomo, MO)                                                                                                          13797.70                                   178.25                              2503.846972
Novelty Shop                                       Wingtip Toys (Cloquet, MN)                                                                                                           24764.10                                   106.26                              2801.343063
Novelty Shop                                       Wingtip Toys (Coin, IA)                                                                                                              17905.50                                   186.30                              2926.756695
Novelty Shop                                       Wingtip Toys (Coker, AL)                                                                                                             13811.50                                    55.20                              2575.260170
Novelty Shop                                       Wingtip Toys (Compass Lake, FL)                                                                                                      18051.55                                    83.95                              2356.220943
Novelty Shop                                       Wingtip Toys (Connoquenessing, PA)                                                                                                   16492.15                                    29.90                              3241.155267
Novelty Shop                                       Wingtip Toys (Corcovado, PR)                                                                                                         13517.96                                    44.85                              2460.335384
Novelty Shop                                       Wingtip Toys (Cos Cob, CT)                                                                                                           14291.05                                    14.95                              2709.254311
Novelty Shop                                       Wingtip Toys (Cowlington, OK)                                                                                                        16033.88                                    74.75                              2781.316846
Novelty Shop                                       Wingtip Toys (Crossroads, NM)                                                                                                        16724.74                                   131.10                              2702.223505
Novelty Shop                                       Wingtip Toys (Cuyamungue, NM)                                                                                                        20363.51                                    59.80                              3246.597360
Novelty Shop                                       Wingtip Toys (Cylon, WI)                                                                                                             15354.80                                    73.60                              2494.928320
Novelty Shop                                       Wingtip Toys (Dacono, CO)                                                                                                            16695.70                                    44.85                              2722.967142
Novelty Shop                                       Wingtip Toys (Deeson, MS)                                                                                                            17544.15                                    88.55                              3026.079831
Novelty Shop                                       Wingtip Toys (Del Valle, TX)                                                                                                         14073.70                                    74.75                              2467.902000
Novelty Shop                                       Wingtip Toys (Delray, WV)                                                                                                            12969.70                                   120.75                              2647.602547
Novelty Shop                                       Wingtip Toys (Dickerson, MD)                                                                                                         16922.25                                    37.26                              2496.846862
Novelty Shop                                       Wingtip Toys (Dickworsham, TX)                                                                                                       23504.85                                    28.75                              2493.567980
Novelty Shop                                       Wingtip Toys (Downingtown, PA)                                                                                                       12662.65                                    64.40                              3067.644519
Novelty Shop                                       Wingtip Toys (Dunkerton, IA)                                                                                                         31235.15                                    51.75                              2890.058648
Novelty Shop                                       Wingtip Toys (East Fultonham, OH)                                                                                                    13055.95                                   104.65                              2790.275462
Novelty Shop                                       Wingtip Toys (East Mountain, TX)                                                                                                     13874.75                                    44.85                              2548.766213
Novelty Shop                                       Wingtip Toys (Edmund, WI)                                                                                                            16017.66                                   147.20                              2516.649285
Novelty Shop                                       Wingtip Toys (Elverson, PA)                                                                                                          13007.65                                   100.63                              2666.397232
Novelty Shop                                       Wingtip Toys (Federalsburg, MD)                                                                                                      12432.23                                    73.60                              2216.061515
Novelty Shop                                       Wingtip Toys (Ferney, SD)                                                                                                            15793.87                                   102.35                              2607.245288
Novelty Shop                                       Wingtip Toys (Flomaton, AL)                                                                                                          15761.90                                   143.75                              3085.132446
Novelty Shop                                       Wingtip Toys (Floriston, CA)                                                                                                         20102.92                                    44.85                              2895.675000
Novelty Shop                                       Wingtip Toys (Frenchburg, KY)                                                                                                        14651.00                                    59.80                              2554.322352
Novelty Shop                                       Wingtip Toys (Gargatha, VA)                                                                                                          16566.61                                   110.40                              2943.954950
Novelty Shop                                       Wingtip Toys (Gilford, NH)                                                                                                           14528.64                                   100.63                              2495.676694
Novelty Shop                                       Wingtip Toys (Glancy, MS)                                                                                                            14356.60                                   102.12                              2711.806559
Novelty Shop                                       Wingtip Toys (Glen Ullin, ND)                                                                                                        22352.55                                   104.65                              3007.474800
Novelty Shop                                       Wingtip Toys (Goodings Grove, IL)                                                                                                    15352.50                                    88.55                              2634.626534
Novelty Shop                                       Wingtip Toys (Grabill, IN)                                                                                                           18185.64                                    25.82                              3363.625416
Novelty Shop                                       Wingtip Toys (Griswoldville, GA)                                                                                                     23276.00                                    89.70                              3010.375420
Novelty Shop                                       Wingtip Toys (Harkers Island, NC)                                                                                                    21946.60                                    59.80                              2725.638484
Novelty Shop                                       Wingtip Toys (Haycock, AK)                                                                                                           17020.00                                    81.65                              3019.090800
Novelty Shop                                       Wingtip Toys (Haydenville, OH)                                                                                                       14418.01                                   124.20                              2492.122809
Novelty Shop                                       Wingtip Toys (Head Office)                                                                                                           22517.00                                   147.20                              2861.529203
Novelty Shop                                       Wingtip Toys (Heartwell, NE)                                                                                                         12378.60                                    44.85                              2378.208541
Novelty Shop                                       Wingtip Toys (Helotes, TX)                                                                                                           12671.85                                    73.60                              2479.304952
Novelty Shop                                       Wingtip Toys (Herlong, CA)                                                                                                           22130.60                                    89.70                              2944.439428
Novelty Shop                                       Wingtip Toys (Highland Home, AL)                                                                                                     14743.00                                   163.88                              3001.452685
Novelty Shop                                       Wingtip Toys (Hollandsburg, IN)                                                                                                      19140.60                                    83.95                              2552.357155
Novelty Shop                                       Wingtip Toys (Homer City, PA)                                                                                                        15981.55                                    73.60                              3254.555086
Novelty Shop                                       Wingtip Toys (Huntingburg, IN)                                                                                                       17284.73                                   101.20                              2759.440095
Novelty Shop                                       Wingtip Toys (Idaho City, ID)                                                                                                        16270.20                                   248.40                              2983.129736
Novelty Shop                                       Wingtip Toys (Indian Creek, IL)                                                                                                      19050.84                                    44.85                              2943.812195
Novelty Shop                                       Wingtip Toys (Isabela, PR)                                                                                                           20888.89                                   141.45                              2840.960756
Novelty Shop                                       Wingtip Toys (Islip Terrace, NY)                                                                                                     22149.00                                    44.85                              2900.624112
Novelty Shop                                       Wingtip Toys (Jamison, IA)                                                                                                           19141.75                                    59.80                              2936.323840
Novelty Shop                                       Wingtip Toys (Jeromesville, OH)                                                                                                      22551.96                                   115.00                              2528.313684
